GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains
HpaP800426 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806480 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808062 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805177 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806038 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801647 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809322 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812562 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812674 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808690 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800409 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801801 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806051 	yes	NA	NA	NA	NA	NA	NA	NA	NA	BRCT
HpaP804310 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
HpaP809201 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800868 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814539 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809549 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808825 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809919 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811632 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813623 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810609 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801046 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806650 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803889 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804280 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808802 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807828 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814264 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809023 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800568 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813069 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800665 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801618 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809750 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812774 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803544 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803197 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812793 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813920 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812080 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814738 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810407 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800324 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805364 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807472 	yes	YFWxC,LysM,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801882 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807317 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806726 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813576 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803345 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807993 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802386 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812706 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804526 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812994 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811536 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807546 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809098 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810651 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810493 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807063 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811622 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802847 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808153 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808715 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810636 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804086 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806437 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802216 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803927 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803430 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802251 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803913 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800888 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807917 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803527 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
HpaP814598 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810424 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810053 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812135 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811748 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808790 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812436 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805776 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810913 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806680 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804583 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802343 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802500 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800641 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802534 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811177 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814716 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802707 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801297 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801546 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810983 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810738 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811359 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806243 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
HpaP802974 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807142 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800258 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806181 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807339 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801613 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806078 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809680 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800674 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803466 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802356 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805140 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804415 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806378 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806891 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813362 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802304 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800348 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814693 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809025 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810836 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810533 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810776 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805083 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803408 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804483 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808593 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802170 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806428 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805107 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804958 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801250 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807988 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813500 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805329 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806669 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804561 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805269 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
HpaP808936 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809019 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802437 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808312 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813887 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806981 	yes	EAR_1,ToxA,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804746 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813591 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801390 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809924 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810431 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP801365 	yes	EAR_1,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808362 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810239 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810252 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803905 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811470 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808121 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806882 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803729 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806099 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809838 	yes	NA	NA	NA	NA	NA	NA	NA	NA	BRCT
HpaP813011 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812019 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811494 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	BRCT
HpaP805195 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812828 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805208 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810097 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805442 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808543 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804731 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802023 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807451 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804987 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805078 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803031 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802604 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800058 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810024 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814413 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809553 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800137 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812889 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809689 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813017 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803812 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
HpaP808830 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP809707 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP803897 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802886 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800343 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813677 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800745 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	HAT
HpaP800435 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800787 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811489 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
HpaP802414 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP810694 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802507 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811567 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804432 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812937 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800130 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800703 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP813381 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802687 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP805662 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804488 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806916 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP804278 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807653 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806454 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807541 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800690 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP800031 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807197 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP807475 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP811606 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP806291 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	BRCT
HpaP806787 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812722 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
HpaP812419 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP814096 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802049 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
HpaP802035 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
