GeneID	Hit	PercID	Evalue
HpaP805267	HaRxL73	28.31	1.87e-21
HpaP811184	L7NCR0|PHI8061|Pc129892	34.34	1.5e-12
HpaP812866	crn1	37.95	1.58e-18
HpaP805236	SSPbP94	26.26	1.12e-13
HpaP805402	SSPbP94	27.65	1.86e-18
HpaP807922	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9,NEP1,FocSix8	39.39,33.84,30.83,29.1,29.58	1.72e-28,6.54e-18,8.41e-18,8.53e-16,5.29e-11
HpaP808368	HaRxL22,PsAvh163,HaRxL96,PsPSR2	40.4,32.26,26.11,25	3.44e-24,4.62e-21,1.71e-09,6.4e-09
HpaP806306	EPIC1	44	3.72e-24
HpaP801071	Zt89160	25.11	1.09e-08
HpaP807023	SSPbP94	36.16	2.06e-46
HpaP812264	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	20.91	2.87e-08
HpaP808367	HaRxL22,PsAvh163,PsPSR2,HaRxL96	37.24,29.38,20.96,28.07	2.7e-38,2.28e-32,6.41e-13,1.14e-12
HpaP813355	SSPbP94	31.58	8.49e-20
HpaP806628	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	40.65,32.71,32.19,30.83,33.17	1.37e-43,1.18e-35,2.4e-32,2.87e-29,3.5e-23
HpaP807906	HaRxL89,HaRxL44,HaRxLL108	77.91,45.33,44	2.98e-41,3.49e-15,6.36e-11
HpaP803975	OASTL	33.41	1.17e-54
HpaP810653	HaRxL57	100	1.44e-46
HpaP801904	O42830|PHI660|Cbel(gp34)	45.52	7.63e-38
HpaP814631	ATR5	100	0
HpaP814784	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	35.19,34.65,36.65,32.76,34.41	2.93e-43,2.23e-41,2.65e-32,3.45e-32,1.57e-29
HpaP813870	Zt89160	28.99	8.29e-07
HpaP810281	ATR39-1	94.65	2.69e-129
HpaP806312	EPIC1	35	9.83e-15
HpaP812123	BSW14	24.2	1.62e-07
HpaP810648	HaRxL70	100	2.18e-177
HpaP801846	HaRxL96,PsAvh163,PsPSR2,HaRxL22	27,23.79,22.45,23.11	6.37e-18,2.6e-12,8.41e-10,3.67e-08
HpaP808850	MoSPD9	28.42	5.03e-08
HpaP808606	PsPSR2	25.48	2.16e-08
HpaP812140	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P41749|PHI88|Peca,P78608|PHI437|Cppg2	53.8,35.03,39.42,35.15,38.02	5.7e-115,9e-43,4.76e-42,3.32e-41,3.64e-39
HpaP801769	RXLR20	100	0
HpaP814846	L7NCR0|PHI8061|Pc129892,MoSPD9,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8	42.4,34.86,29.82,30.36,30.97	2.73e-52,9.43e-32,1.92e-31,2.05e-28,7.07e-28
HpaP809347	P43070|PHI61|Bgl2	29.3	2.56e-27
HpaP809859	PsAvh163	23.55	1.18e-09
HpaP801474	HaRxL96	21.96	1.93e-09
HpaP811507	PsAvh163	25.55	4.26e-07
HpaP809525	SSPbP94	26.17	1.1e-14
HpaP807436	L7NCR0|PHI8061|Pc129892,MoSPD9,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8	41.67,35.16,30.56,34.12,31.7	6.35e-58,2.59e-35,4.49e-34,5.81e-33,4.75e-29
HpaP813746	ATR1	29.13	5.71e-20
HpaP806307	EPIC1	37.76	1.07e-18
HpaP814534	BLR20	20.99	3.96e-07
HpaP804095	OASTL	24.22	1.99e-09
HpaP804434	Q5TIP4|PHI2347|Pgip2	28.8	4.3e-22
HpaP807250	PsPSR2	24.62	8.67e-08
HpaP802736	SSPbP94	25	1.59e-20
HpaP808581	PsAvh163,PsPSR2,HaRxL22,HaRxL96	27.1,28.93,24.54,23.36	4.61e-36,1.37e-16,5.14e-16,8.57e-09
HpaP808846	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	34.18,34.35,34.31,34.21,31.94	4.92e-42,3.4e-39,3.46e-39,2.63e-27,5.81e-27
HpaP802689	HaRxL24,PsPSR2,PsAvh163	100,28.44,22.68	0,4.25e-21,1.35e-09
HpaP807245	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	25.42	8.12e-12
HpaP810794	HaRxL22,PsAvh163,PsPSR2,HaRxL24,HaRxL96	50.59,33.99,28.2,25.48,26.49	7.41e-52,8.94e-19,2.09e-15,1.66e-09,4.13e-09
HpaP801580	SSPbP94	25.96	2.38e-12
HpaP812793	PsAvh163	21.82	2.87e-07
HpaP809702	P43070|PHI61|Bgl2	27.88	4.12e-24
HpaP805869	SSPbP94	26.19	1.92e-15
HpaP801903	O42830|PHI660|Cbel(gp34)	50	5.55e-42
HpaP807613	HaRxL17	100	0
HpaP812828	L7NCR0|PHI8061|Pc129892	34.55	6e-08
HpaP807372	L7NCR0|PHI8061|Pc129892,MoSPD9,Q0E7H7|PHI2342|Benep2,NEP1	31.76,32.63,26.95,23.33	2.18e-19,5.56e-12,5.6e-09,7.9e-09
HpaP808443	ATR39-1	45.59	4.02e-08
HpaP805756	HaRxL96	26.79	1.62e-18
HpaP813431	HaRxL96,PsAvh163	32.97,33.33	4.19e-09,1.14e-07
HpaP813944	HaRxL96,PsAvh163,PsPSR2	35.87,35,31.03	3.29e-10,1.46e-08,6.9e-07
HpaP811600	SSPbP94	23.1	1.1e-12
HpaP814567	HaRxLL441	100	0
HpaP803679	HaRxLL464	99.42	7.91e-130
HpaP812139	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2,P41749|PHI88|Peca	60.47,38.59,42.95,38.33,33.53	4.8e-144,1.39e-61,4.86e-61,2.61e-59,1.23e-57
HpaP814773	RXLR13	55.07	2.09e-46
HpaP804871	OASTL	31.03	2.97e-42
HpaP806319	SSPbP94	25.35	6.26e-13
HpaP813679	RXLR13	97.4	1.34e-50
HpaP813534	ATR13	73.26	1.25e-91
HpaP808306	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	42.13,34.1,35.59,32.09,31.56	1.19e-54,2.35e-41,3.24e-33,2.37e-32,1.84e-29
HpaP813904	HaRxLL470b	99.4	1.99e-123
HpaP808078	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9	36.67,27.89,30.13,26.67	4.91e-24,2.35e-12,4.52e-12,1.75e-09
HpaP813432	HaRxL96	34.83	9.01e-13
HpaP806740	Q945T9|PHI653|Gip2,GIP1	36.57,34.09	2.26e-40,3.33e-34
HpaP814696	BSW04p	38.71	4.09e-07
HpaP812377	HaRxL22,PsPSR2	31.75,23.91	8.2e-41,1.82e-14
HpaP800198	PsPSR2,HaRxL22	21.88,25.37	3.46e-19,1.89e-07
HpaP812658	P29138|PHI4615|Pr1	29.59	1.76e-10
HpaP804977	NEP1,L7NCR0|PHI8061|Pc129892,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	34.41,35.29,32.08,30.34,31.53	6.03e-45,2.58e-44,1.87e-37,9.38e-35,1.19e-29
HpaP805558	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	35.29,34.41,32.08,29.91,31.53	5.81e-45,1.9e-44,9.85e-38,2.19e-34,2.07e-29
HpaP814741	Q0ZJ79|PHI2343|Pcipg2,P78608|PHI437|Cppg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca	70.27,38.26,38.02,37.66,33.9	1.5e-132,9.89e-53,1.97e-52,6.73e-50,1.53e-45
HpaP802688	HaRxL24,PsPSR2,BSW11	100,33.49,27.83	7.64e-138,1.92e-23,6.5e-07
HpaP804004	RXLR21	49.27	5.55e-17
HpaP804096	OASTL	24.08	2.43e-09
HpaP805382	PsXEG1	52.04	5.38e-77
HpaP807911	HaRxLL108,HaRxL44,HaRxL89	100,50.58,45.16	6.54e-66,4.49e-19,9.54e-09
HpaP803998	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	62.19,34.06,33.65,26.02	4.53e-170,6.82e-52,1.53e-49,2.02e-23
HpaP807496	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9	43.69,33.01,28.3,26.92	2.12e-25,9.67e-13,1.06e-09,4.77e-07
HpaP812998	HaRxLL108	49.12	7.12e-07
HpaP807760	PsAvh163	25	2e-10
HpaP801763	RXLR20	76.86	1.44e-128
HpaP803896	HaRxL22	28.66	4.18e-09
HpaP809243	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	45.76,41.86,37.26,35.9,34.27	9.38e-64,3.46e-51,3.04e-44,1.69e-38,2.61e-31
HpaP806891	RXLR16	50.41	3.15e-57
HpaP813486	HaRxL62,RXLR3	100,66.2	1.6e-81,2.16e-25
HpaP807781	PsAvh163,HaRxL96	28.71,32.12	5.56e-14,2.55e-11
HpaP812279	ATR5	87.23	0
HpaP803263	SSPbP94	24.86	6.15e-12
HpaP806853	RXLR9	48.21	1.72e-22
HpaP800410	SSPbP94	22.9	1.77e-13
HpaP813680	RXLR13	94.08	4.79e-179
HpaP814111	HaRxL106	100	0
HpaP806106	Zt89160	30.43	1.27e-11
HpaP808542	SSPbP94	24.48	5.08e-16
HpaP810227	PsPSR2	26.27	3.92e-07
HpaP808642	Q945T9|PHI653|Gip2,GIP1	36.61,37.96	5.97e-21,2.12e-17
HpaP807033	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,FocSix8,Q0E7H7|PHI2342|Benep2	32.82,28.12,30.2,27.32	1.64e-32,1.21e-21,4.51e-19,3.22e-18,4.42e-17
HpaP808643	Q945T9|PHI653|Gip2,GIP1	46.35,43.59	4.08e-68,2.33e-60
HpaP800680	Q945T9|PHI653|Gip2,GIP1	49.78,47.88	7.69e-71,1.27e-66
HpaP804295	P0CY26|PHI68|Sap1,P0CY29|PHI6785PHI6791PHI6813|Sap3,Q00663|PHI17|Acp,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	27.08,27.8,27.85,30.84	3.34e-23,6.05e-23,4.22e-22,4.09e-20
HpaP807925	L7NCR0|PHI8061|Pc129892,MoSPD9,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8	41.67,35.16,30.56,34.12,29.43	6.63e-58,2.76e-35,3.99e-34,6.39e-33,4.46e-29
HpaP802092	SSPbP94	23.31	5.17e-07
HpaP803249	RXLR13	41.26	1.17e-24
HpaP810495	M2TW52|PHI4988|Ppt1	38.14	1.32e-20
HpaP810412	crn1,crn2,PsCRN108	55.38,40,46.67	1.46e-17,5.61e-13,2.9e-11
HpaP802839	SSPbP94	27.83	6.96e-10
HpaP813261	HaRxL22,PsAvh163,PsPSR2	31.41,27.27,22.68	6.88e-26,2.28e-22,5.1e-20
HpaP808290	ATR39-1	30.49	5.18e-10
HpaP803874	crn2	49.25	5.17e-12
HpaP809326	PsAvh163,PsPSR2	28.26,27.48	5.92e-09,4.61e-08
HpaP809008	RXLR19	88.61	3.97e-43
HpaP811253	PsPSR2,HaRxL24	25.15,26.38	5.88e-13,1.77e-08
HpaP802261	P29138|PHI4615|Pr1	26.28	7.52e-10
HpaP804505	SSPbP94	24.48	5.85e-09
HpaP806764,HpaP806765	HaRxL2	100	7e-136
HpaP807995	Q945T9|PHI653|Gip2,GIP1	36.61,31.38	1.47e-32,4.19e-30
HpaP802214	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	29.07,27.93	3.59e-13,4.15e-09
HpaP808594	PsAvh163,HaRxL22	24.6,23.17	1.53e-11,4.1e-10
HpaP802347	PsAvh163	24.74	1.4e-07
HpaP802236	HaRxL96,PsAvh163,PsPSR2,HaRxL22	100,25.78,29.3,22.26	0,1.74e-25,8.04e-25,5.39e-15
HpaP807478	SSPbP94	27.27	4.67e-07
HpaP814377	PsXEG1	38.01	1.76e-49
HpaP809506	PsAvh163,HaRxL22,PsPSR2	25.61,25.47,22.37	1.11e-13,1.29e-08,1.21e-07
