GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains
PYU1_T015119 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010014 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014634 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010897 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006240 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005928 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004528 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001111 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007115 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014809 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008093 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001861 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006914 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009403 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004699 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002222 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005224 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003918 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013999 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001266 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003751 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005279 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002859 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008592 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003051 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010935 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006639 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T007751 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009412 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009428 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002816 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001690 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009254 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005166 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004845 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013735 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006906 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010624 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001419 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006333 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005305 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004259 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012389 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012739 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011876 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007274 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008744 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002791 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006587 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004108 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009867 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010776 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000258 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004084 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010945 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012292 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005852 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001443 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003513 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009464 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014774 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011333 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004032 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000626 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010286 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003739 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001479 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014177 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002852 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007973 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005236 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014717 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008531 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T011861 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015209 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008750 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001849 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013953 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001997 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000967 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003987 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003743 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003353 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004556 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007644 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001040 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000295 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000743 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006756 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001623 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006162 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014167 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007430 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013972 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002496 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000695 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010377 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008917 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004379 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015027 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003646 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003818 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014152 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006246 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002949 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013499 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002840 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014831 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012023 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002119 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005253 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007815 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003466 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014984 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014828 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009735 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009212 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013032 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012812 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009652 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006672 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	BRCT
PYU1_T001401 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005595 	yes	[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006951 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008497 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T010502 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002154 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012694 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007552 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001761 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009683 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005500 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003941 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007791 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011163 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011450 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002941 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010681 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013486 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003529 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008014 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014032 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010049 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001502 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014399 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004972 	yes	RXLR,YFWxC,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010519 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001164 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015078 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012466 	yes	[LI]xAR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006131 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009543 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002363 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010822 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013116 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007580 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002590 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003724 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006461 	yes	YFWxC,LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004432 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012776 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007617 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010737 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001249 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006723 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001779 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005378 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007365 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004716 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001566 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014845 	yes	LysM,[LI]xAR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014820 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012106 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008217 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005493 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003053 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010791 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010927 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008623 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009645 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001983 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005164 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002929 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008365 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006652 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013407 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009568 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009868 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004037 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005608 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004277 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014722 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005649 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001018 	yes	[LI]xAR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003201 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004231 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001937 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005051 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007743 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003458 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000314 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010483 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002911 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006886 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002289 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004508 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007576 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014801 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011716 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006139 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014769 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007628 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005076 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002762 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012842 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007806 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000770 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004321 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000483 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007911 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T005101 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012115 	yes	RXLR,Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000063 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T012424 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014799 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004950 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002025 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012680 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T003252 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012203 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009029 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010716 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000996 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013485 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014710 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001881 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013098 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009448 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012682 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009582 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003578 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008398 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009175 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006618 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T013651 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007339 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002999 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009651 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014424 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T011909 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004156 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001094 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003511 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008371 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002337 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010158 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006878 	yes	EAR_1,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014517 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015279 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001915 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000238 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009979 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004591 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007357 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013749 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T014028 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001875 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013397 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000054 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006537 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005996 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001296 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004590 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
