GeneID	Hit	PercID	Evalue
PYU1_T002647	Zt89160	22.97	4.93e-08
PYU1_T004769	crn1,crn2,PsCRN108	56.36,49.09,48.28	7.81e-15,5.89e-12,2.57e-11
PYU1_T008263	P29138|PHI4615|Pr1	30.95	2.01e-08
PYU1_T011500	PsCRN108	31.52	6.41e-09
PYU1_T000438	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,Q4G495|PHI492|Bcpg2,P78607|PHI247|Cppg1	59.54,39.13,45.77,36.84,37.18	5.27e-62,4.5e-32,3.21e-29,5.8e-29,1.3e-26
PYU1_T002781	Q6PQG3|PHI4252|Epi10,EPI1	30.88,30.77	2.43e-09,5.27e-08
PYU1_T011856	EPIC1	35.23	2.57e-12
PYU1_T010840	SSPbP94	27.01	9.64e-22
PYU1_T012805	EPIC1	35.19	1.13e-13
PYU1_T009867	M2TW52|PHI4988|Ppt1	22.22	8.73e-07
PYU1_T004924	N4TQ97,X0K3U9	38.82,38.24	9.66e-78,7.67e-75
PYU1_T004298	SSPbP94	25.2	2.14e-14
PYU1_T004869	N4TQ97,X0K3U9	40.73,41.41	2.75e-76,3.15e-74
PYU1_T000579	SSPbP94	31.72	5.53e-33
PYU1_T003553	P29138|PHI4615|Pr1,KEX1	32.35,22.51	1.45e-22,1.61e-08
PYU1_T012504	OASTL	26.33	1.26e-13
PYU1_T007017	O42830|PHI660|Cbel(gp34)	57.01	1.91e-39
PYU1_T004372	crn1	38.38	2.33e-16
PYU1_T004661	P43070|PHI61|Bgl2	23.44	6.37e-07
PYU1_T009409	P29138|PHI4615|Pr1,KEX1	28.81,25.7	4.32e-12,4e-10
PYU1_T014738	SSPbP94	26.87	6.48e-09
PYU1_T012500	SSPbP94	27.88	4.05e-20
PYU1_T014388	crn1	39.84	4.25e-27
PYU1_T007796	Q9HFZ2|PHI184|Rbt4	32.06	4.93e-10
PYU1_T012160	Q6PQG3|PHI4252|Epi10,EPI1	29,33.85	1.64e-07,6.62e-07
PYU1_T002201	PsCRN108	47.06	1.29e-12
PYU1_T003696	SSPbP94	25.13	7.43e-11
PYU1_T013835	crn2	29.79	1.57e-07
PYU1_T012396	crn2,crn1	30.26,26.92	1.04e-09,2.24e-07
PYU1_T006327	P43070|PHI61|Bgl2	31.87	4.75e-31
PYU1_T014994	crn2,crn1	50,24.7	1.18e-109,6.2e-16
PYU1_T014601	Zt89160	28.16	8.4e-07
PYU1_T008647	Avr1b-2	28.95	6.49e-08
PYU1_T001031	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,Q9C4A0|PHI2817|Aapg1	61.05,41.03,34.76,38.61,35.23	8.11e-129,3.29e-69,2.91e-63,2.23e-62,4.22e-60
PYU1_T001218	P0CY26|PHI68|Sap1,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,Q00663|PHI17|Acp,P0CY29|PHI6785PHI6791PHI6813|Sap3	27.59,30.89,27.07,26.63	4.6e-24,2.02e-22,4.26e-21,3.86e-19
PYU1_T011922	SSPbP94	24.29	3.77e-11
PYU1_T011089	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	25.93	7.11e-11,1.12e-07,1.23e-07
PYU1_T008419	P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY26|PHI68|Sap1	22.28,24.18,21.47	1.21e-10,4.02e-08,1.91e-07
PYU1_T011906	P29138|PHI4615|Pr1,KEX1	32.81,26.48	1.54e-20,9.13e-15
PYU1_T004870	N4TQ97,X0K3U9	40.73,41.41	3.01e-76,3.67e-74
PYU1_T009505	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,O00094|PHI114|Pg1,P78607|PHI247|Cppg1	74.4,31.06,38.81,30.97,33.84	1.45e-59,1.34e-19,9.19e-17,2.3e-13,4.74e-13
PYU1_T004923	N4TQ97,X0K3U9	40.96	6.92e-79,1.79e-76
PYU1_T014548,PYU1_T014555	Q00663|PHI17|Acp,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1	23.31,22.84,22.69,21.32	3.81e-14,7.71e-13,2.22e-12,1.65e-07
PYU1_T010816	crn2,crn1	32.41,33.33	5.72e-15,8.89e-13
PYU1_T002806	P29138|PHI4615|Pr1	24.23	4.81e-12
PYU1_T004716	Q945T9|PHI653|Gip2,GIP1	28.63,29.6	5.14e-22,5.98e-20
PYU1_T011740	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	23.78	1.73e-07
PYU1_T008463,PYU1_T008464	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	29.76,27.47	2.78e-10,3.86e-07,4.04e-07
PYU1_T006888	OASTL	34.12	1.76e-64
PYU1_T008435	O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	36.78	3.01e-12,1.08e-11
PYU1_T009509	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,Q4G495|PHI492|Bcpg2,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	56.86,43.97,41.74,48,46.67	7.38e-27,2.7e-23,1.52e-20,9.49e-19,4.43e-18
PYU1_T007710	Q5TIP4|PHI2347|Pgip2	23.81	1.51e-08
PYU1_T002799	P29138|PHI4615|Pr1,KEX1	25.2,26.18	2.88e-14,3.95e-09
PYU1_T000221	SSPbP94	23.86	2.52e-12
PYU1_T007016	O42830|PHI660|Cbel(gp34)	57.94	2.14e-39
PYU1_T001215	P0CY26|PHI68|Sap1,Q00663|PHI17|Acp,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	31.37,31.86,30.91,30.65	8.47e-36,2.41e-35,1.92e-34,1.46e-32
PYU1_T009917	O42830|PHI660|Cbel(gp34)	52.89	2.73e-82
PYU1_T013153	PsCRN108	39.29	5.21e-07
PYU1_T010252	SSPbP94	24.34	2.69e-14
PYU1_T007795	Q9HFZ2|PHI184|Rbt4	28.25	1.52e-10
PYU1_T006393	O42830|PHI660|Cbel(gp34)	23.96	5.61e-08
PYU1_T014233	P29138|PHI4615|Pr1	34.83	5.84e-16
PYU1_T010362	SSPbP94	27.84	1.81e-20
PYU1_T005043	SSPbP94	22.91	4.04e-07
PYU1_T012652	O42719|PHI764|Inf2b,Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a	40.98,39.06	3.47e-13,7.33e-13,9.31e-13
PYU1_T006706	P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1	23.66,25.49	2.8e-13,4.86e-13
PYU1_T005238	SSPbP94	24.11	1.69e-16
PYU1_T006614	SSPbP94	24.07	3.89e-12
PYU1_T001216	Q00663|PHI17|Acp,P0CY26|PHI68|Sap1,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3	31.19,29.63,28.61,29.07	4.08e-35,1.6e-31,1.33e-28,5.49e-28
PYU1_T006390	O42830|PHI660|Cbel(gp34)	25.79	2.67e-09
PYU1_T011903	P29138|PHI4615|Pr1,KEX1	32.18,26.98	5.24e-17,1.14e-11
PYU1_T003601	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1	23.61,22.14,22.98	9.98e-13,5.91e-12,2.31e-10
PYU1_T007633	P29138|PHI4615|Pr1,KEX1	29.57,23.56	9.74e-14,3.78e-11
PYU1_T011260	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	60.44,45.58,41.96,39.92,39.91	1.75e-103,1.45e-61,2.08e-60,1.09e-51,8.96e-49
PYU1_T011854	EPIC1	40.2	6.54e-28
PYU1_T001612	KEX1,P29138|PHI4615|Pr1	26.36,28.57	5.14e-16,2.96e-08
PYU1_T014996	crn2,crn1	44.68,25	6.01e-93,7.99e-19
PYU1_T014554	Q00663|PHI17|Acp,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY26|PHI68|Sap1,P0CY29|PHI6785PHI6791PHI6813|Sap3	25.48,23.78,24.15,22.7	3.56e-23,9.75e-18,1.09e-16,1.49e-15
PYU1_T013935	SSPbP94	27.27	1.01e-14
PYU1_T009550	Q5TIP4|PHI2347|Pgip2	26.14	1.45e-07
PYU1_T003336	crn1	37.31	9.32e-08
PYU1_T014584	P43070|PHI61|Bgl2	27.64	5.16e-23
PYU1_T013142	SSPbP94	30.63	2.21e-32
PYU1_T010643	M2TW52|PHI4988|Ppt1	29.23	1.48e-41
PYU1_T001546	P29138|PHI4615|Pr1,KEX1	28,25.22	6.17e-12,7.86e-12
PYU1_T012349	SSPbP94	26.72	5.59e-17
PYU1_T010847	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2,Q4G495|PHI492|Bcpg2	69.31,41,44.79,38,37.5	1.35e-36,1.34e-18,2.67e-18,2.3e-17,1.05e-16
PYU1_T001217	Q00663|PHI17|Acp,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1	30.82,30.47,29.25,27.64	3.51e-34,5.38e-33,3.07e-31,2.46e-27
PYU1_T000449	SSPbP94	27.75	7.72e-17
PYU1_T003644	O42830|PHI660|Cbel(gp34)	43.73	1.98e-64
PYU1_T001402	N4TQ97,X0K3U9	40.3,40.18	7.22e-74,1.5e-72
PYU1_T006932	PsCRN108	26.36	3.95e-20
PYU1_T007802	SSPbP94	25.52	6.23e-20
PYU1_T007015	O42830|PHI660|Cbel(gp34)	57.94	2.23e-39
PYU1_T003645	O42830|PHI660|Cbel(gp34)	34.67	8.24e-40
PYU1_T012161	Q6PQG3|PHI4252|Epi10,EPI1	34.43,33.33	8.15e-10,1.62e-07
PYU1_T009387	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	30.43,36.05,34.88	1.1e-11,2.37e-11,1.1e-10
PYU1_T002802	O42830|PHI660|Cbel(gp34)	28.24	2.42e-11
PYU1_T000142	Q6PQG3|PHI4252|Epi10,EPI1	34.76,30.77	7.31e-23,1.97e-12
PYU1_T003890	SSPbP94	27.68	2.99e-15
PYU1_T006931	PsCRN108	28	8.75e-14
PYU1_T014539	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY26|PHI68|Sap1,P0CY29|PHI6785PHI6791PHI6813|Sap3,Q00663|PHI17|Acp	23.29,22.38,24.86,23.16	1.42e-13,5.86e-11,8.18e-10,2.29e-07
PYU1_T007014	O42830|PHI660|Cbel(gp34)	60.85	4.41e-104
PYU1_T012377	crn1	57.39	9.81e-69
PYU1_T009388	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	28.57,29.07	1.73e-09,5.31e-08,5.85e-08
PYU1_T014549	Q00663|PHI17|Acp,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	23.26,23.38,20.43	5.52e-13,5.39e-09,5.49e-09
PYU1_T011261	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	65.22,46.36,39.52,40.28,41.15	5.12e-104,1.89e-61,3.94e-58,1.37e-49,4.76e-47
PYU1_T006009	SSPbP94	28.14	4.11e-12
PYU1_T004918	N4TQ97,X0K3U9	39.32,38.46	1.23e-43,2.54e-41
PYU1_T004920	X0K3U9,N4TQ97	44.19,43.19	3.79e-57,2.2e-56
PYU1_T000511	Q6PQG3|PHI4252|Epi10	30.81	1.57e-10
PYU1_T004662	O42830|PHI660|Cbel(gp34)	47.83	5.5e-41
PYU1_T015229	crn1	36.47	4.89e-07
PYU1_T004867	Q945T9|PHI653|Gip2,GIP1	44.44,42.18	4.81e-56,9.64e-50
PYU1_T015128	X0K3U9,N4TQ97	42.74,41.94	2.38e-61,7.57e-60
PYU1_T002205	SSPbP94	30.33	2.92e-24
PYU1_T003643	O42830|PHI660|Cbel(gp34)	44.39	5.34e-52
PYU1_T009668	PsCRN108	31.15	4.07e-11
PYU1_T011093	P0CY26|PHI68|Sap1	22.95	9.12e-07
PYU1_T009389,PYU1_T009392	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	29.76,31.4,29.89	9.75e-11,9.78e-09,5.49e-08
PYU1_T011262	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	61.97,43.32,47.01,41.77,40.34	3.21e-107,4.48e-63,1.21e-62,1.83e-52,2.61e-50
PYU1_T003056	FGL1_Fusarium_graminearum	31.84	6.66e-23
PYU1_T004861,PYU1_T004862	Q945T9|PHI653|Gip2,GIP1	49.12,41.3	6.88e-72,1.13e-61
PYU1_T012816	EPIC1	44.12	1.95e-22
PYU1_T002200	PsCRN108	47.06	3.6e-12
PYU1_T009911	SSPbP94	24.62	3.1e-15
PYU1_T009390	O42719|PHI764|Inf2b,Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a	34.88,30.43,33.72	8.45e-12,1.4e-11,3.87e-11
PYU1_T007175	HaRxLL441	27.68	7.54e-10
PYU1_T015309	O42830|PHI660|Cbel(gp34)	28.44	6.62e-14
PYU1_T012918	HaRxLL441	42.12	1.51e-69
PYU1_T009410	P29138|PHI4615|Pr1	27.61	1.28e-10
PYU1_T011907	P29138|PHI4615|Pr1	45.76	8.15e-09
PYU1_T003536	P29138|PHI4615|Pr1,KEX1	32.51,27.97	2.47e-17,9.82e-08
PYU1_T011258	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	60.87,42.4,38.07,37,37.61	4.46e-103,4.69e-59,5.58e-49,2.87e-46,6.08e-42
PYU1_T004864	Q945T9|PHI653|Gip2,GIP1	38.94,38.09	1.69e-52,4.34e-47
PYU1_T009312	P29138|PHI4615|Pr1	34.09	1.5e-07
PYU1_T011651	crn2,crn1	49.36,27.21	1.41e-144,2.31e-25
PYU1_T004866	Q945T9|PHI653|Gip2,GIP1	38.5,38.09	1.7e-52,4.58e-47
PYU1_T001576	KEX1,P29138|PHI4615|Pr1	26.79,29.71	4.54e-12,1.19e-09
PYU1_T008480	FGL1_Fusarium_graminearum	27.85	1.29e-17
PYU1_T001663	KEX1,P29138|PHI4615|Pr1	27.61,28.84	2.64e-16,7.62e-12
PYU1_T004715	GIP1,Q945T9|PHI653|Gip2	34.78,31.98	2.8e-30,3.1e-29
PYU1_T003928	P43070|PHI61|Bgl2	28.3	1.32e-26
PYU1_T004665	P43070|PHI61|Bgl2	23.44	2.08e-07
PYU1_T012526	crn2,crn1	47.66,26.13	6.95e-139,5.07e-22
PYU1_T010864	SSPbP94	27.98	3.71e-07
PYU1_T001030	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,Q9C4A0|PHI2817|Aapg1	61.33,41.34,35.03,38.61,35.23	1.86e-129,9.71e-70,6.05e-64,2.09e-62,5.81e-60
PYU1_T004919	GIP1,Q945T9|PHI653|Gip2	50,52.56	5.34e-25,1.33e-23
PYU1_T014417	N4TQ97,X0K3U9	38.46,37.91	5.88e-32,2.26e-30
PYU1_T003267	Q5TIP4|PHI2347|Pgip2	27.91	4.12e-23
PYU1_T014096	SSPbP94	22.99	7.16e-12
PYU1_T012815	EPIC1	33.65	2.88e-14
PYU1_T009391,PYU1_T009393	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	33.33,29.67,32.35	2.53e-11,2.86e-07,3.37e-07
PYU1_T009332	P29138|PHI4615|Pr1,KEX1	29.15,26.02	6.42e-15,2.99e-09
PYU1_T007603	SSPbP94	23.83	7.89e-12
PYU1_T010171	Zt89160	32.05	6.94e-10
PYU1_T009848	P29138|PHI4615|Pr1	36.76	2.89e-09
PYU1_T006323	P43070|PHI61|Bgl2	31.73	2.36e-36
PYU1_T014640	OASTL	31.04	4.56e-42
PYU1_T014095	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	44.9,52.17,50	1.44e-12,2.54e-12,8.26e-12
PYU1_T013384	SSPbP94	27.57	4.56e-16
PYU1_T002616	PsCRN108,crn1	42.62,40	3.83e-10,8.16e-09
PYU1_T000780	SSPbP94	23.29	7.51e-12
PYU1_T002920	O42830|PHI660|Cbel(gp34)	41.89	4.45e-59
PYU1_T014776	crn2,crn1	35.11,25.11	8.18e-65,3.73e-21
PYU1_T009395	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	31.53,31.87,30.77	5.96e-12,2.06e-09,4.4e-08
PYU1_T005369	SSPbP94	27.2	6.69e-18
PYU1_T007634	P29138|PHI4615|Pr1,KEX1	30.52,23.25	9.23e-14,1.11e-09
PYU1_T014879	SSPbP94	29.73	8.4e-30
PYU1_T007714	O42830|PHI660|Cbel(gp34)	46.95	7.53e-40
PYU1_T007647,PYU1_T007649	P29138|PHI4615|Pr1,KEX1	31.02,22.88	8.49e-18,4.31e-07
PYU1_T005961	SSPbP94	24.75	3.33e-14
PYU1_T014416	N4TQ97,X0K3U9	40.43,40.73	7.95e-76,1.38e-75
PYU1_T001828	SSPbP94	22.5	4.21e-07
PYU1_T012157	Q6PQG3|PHI4252|Epi10	38	3.74e-07
PYU1_T013339	EPI1,Q6PQG3|PHI4252|Epi10	26.67,31.87	2.93e-07,3.05e-07
PYU1_T011256	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	59.56,40.73,43.15,40.76,40.36	4.95e-101,6.96e-62,2.12e-59,1.58e-51,3.95e-49
PYU1_T004387	crn1,crn2	30.46,21.56	6.32e-37,8.27e-09
PYU1_T013635	P29138|PHI4615|Pr1,KEX1	25.32,23.72	2.5e-10,1.2e-09
PYU1_T001601	KEX1,P29138|PHI4615|Pr1	26.62,28.26	1.1e-15,1.76e-13
PYU1_T011257	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	60.56,51.79,42.37,39.24,41.07	1.29e-26,5.91e-15,2.6e-14,1.5e-13,7.63e-12
PYU1_T003942	SSPbP94	35	3.91e-33
PYU1_T008432	O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	33.33	6.44e-10,2.1e-09
