GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains	EffectorCategory
PHYSODRAFT_246139 	yes	Crinkler,LysM,EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246140	no	NA	NA	NA	NA	835	6	0.72	no	NA	Unknown
PHYSODRAFT_246140 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246157	no	NA	NA	NA	NA	737	9	1.22	no	NA	Unknown
PHYSODRAFT_246157 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246161	no	NA	NA	NA	NA	217	1	0.46	no	NA	Unknown
PHYSODRAFT_246161 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246218	no	NA	NA	NA	NA	676	21	3.11	yes	NA	Unknown
PHYSODRAFT_246218 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246230	no	NA	NA	NA	NA	770	22	2.86	no	NA	Unknown
PHYSODRAFT_246230 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246253	no	NA	NA	NA	NA	225	10	4.44	yes	NA	Unknown
PHYSODRAFT_246253 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246275	no	NA	NA	NA	NA	548	11	2.01	no	NA	Unknown
PHYSODRAFT_246275 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246280	no	NA	NA	NA	NA	692	20	2.89	no	NA	Unknown
PHYSODRAFT_246280 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246288	no	NA	NA	NA	NA	680	23	3.38	yes	NA	Unknown
PHYSODRAFT_246288 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246297	no	NA	NA	NA	NA	129	0	0	no	NA	Unknown
PHYSODRAFT_246297 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246298	no	NA	NA	NA	NA	313	10	3.19	yes	NA	Unknown
PHYSODRAFT_246298 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246355	no	NA	NA	NA	NA	548	13	2.37	no	NA	Unknown
PHYSODRAFT_246355 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246391	no	NA	NA	NA	NA	321	7	2.18	no	NA	Unknown
PHYSODRAFT_246391 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246397	no	NA	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	38.78,32.75,29.96,31.6,27.71	1.56e-53,2.34e-34,6.85e-27,8.57e-27,3.61e-21	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_246429	no	NA	NA	NA	NA	237	3	1.27	no	NA	Unknown
PHYSODRAFT_246429 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246459	no	NA	NA	NA	NA	401	8	2	no	NA	Unknown
PHYSODRAFT_246459 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246484	no	NA	NA	NA	NA	164	0	0	no	NA	Unknown
PHYSODRAFT_246484 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246545	no	NA	NA	NA	NA	237	0	0	no	NA	Unknown
PHYSODRAFT_246545 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246569	no	NA	NA	NA	NA	279	3	1.08	no	NA	Unknown
PHYSODRAFT_246569 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246570	no	NA	NA	NA	NA	364	11	3.02	yes	NA	Unknown
PHYSODRAFT_246570 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246573	no	NA	NA	NA	NA	560	9	1.61	no	NA	Unknown
PHYSODRAFT_246573 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246597	no	NA	NA	NA	NA	515	2	0.39	no	NA	Unknown
PHYSODRAFT_246597 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246602	no	NA	NA	NA	NA	526	4	0.76	no	NA	Unknown
PHYSODRAFT_246602 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246637	no	NA	NA	NA	NA	109	4	3.67	yes	NA	Unknown
PHYSODRAFT_246637 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246642	no	NA	NA	NA	NA	163	2	1.23	no	NA	Unknown
PHYSODRAFT_246642 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246646	no	NA	NA	NA	NA	149	1	0.67	no	NA	Unknown
PHYSODRAFT_246646 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246660	no	NA	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	32.94,33.5,29.81,28.4	1.87e-31,1.37e-22,1.29e-17,3.64e-14	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_246670	no	NA	NA	NA	NA	358	3	0.84	no	NA	Unknown
PHYSODRAFT_246670 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246684	no	NA	NA	NA	NA	255	3	1.18	no	NA	Unknown
PHYSODRAFT_246684 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246701	no	NA	NA	NA	NA	151	0	0	no	NA	Unknown
PHYSODRAFT_246701 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246743	no	NA	NA	NA	NA	166	0	0	no	NA	Unknown
PHYSODRAFT_246743 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246827	no	NA	NA	NA	NA	788	12	1.52	no	NA	Unknown
PHYSODRAFT_246827 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246885	no	NA	NA	NA	NA	125	3	2.4	no	NA	Unknown
PHYSODRAFT_246885 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246948	no	NA	NA	NA	NA	158	0	0	no	NA	Unknown
PHYSODRAFT_246948 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246977	no	NA	NA	NA	NA	265	6	2.26	no	NA	Unknown
PHYSODRAFT_246977 	yes	YFWxC,CHxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_246978	no	NA	NA	NA	NA	473	7	1.48	no	NA	Unknown
PHYSODRAFT_246978 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247002	no	NA	NA	NA	NA	100	1	1	no	NA	Unknown
PHYSODRAFT_247002 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247023	no	NA	O42830|PHI660|Cbel(gp34)	22.47	5.19e-08	322	24	7.45	yes	NA	PHI-only
PHYSODRAFT_247023 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247035	no	NA	NA	NA	NA	301	11	3.65	yes	NA	Unknown
PHYSODRAFT_247035 	yes	Crinkler,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247073	no	NA	NA	NA	NA	217	1	0.46	no	NA	Unknown
PHYSODRAFT_247073 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247100	no	NA	NA	NA	NA	713	10	1.4	no	NA	Unknown
PHYSODRAFT_247100 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247149	no	NA	NA	NA	NA	787	16	2.03	no	NA	Unknown
PHYSODRAFT_247149 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247172	no	NA	NA	NA	NA	979	12	1.23	no	NA	Unknown
PHYSODRAFT_247172 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247224	no	NA	NA	NA	NA	164	2	1.22	no	NA	Unknown
PHYSODRAFT_247224 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247235	no	NA	NA	NA	NA	304	1	0.33	no	NA	Unknown
PHYSODRAFT_247235 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247239	no	NA	NA	NA	NA	350	4	1.14	no	NA	Unknown
PHYSODRAFT_247239 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247253	no	NA	NA	NA	NA	220	4	1.82	no	NA	Unknown
PHYSODRAFT_247253 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247277	no	NA	NA	NA	NA	617	16	2.59	no	NA	Unknown
PHYSODRAFT_247277 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247318	no	NA	NA	NA	NA	471	11	2.34	no	NA	Unknown
PHYSODRAFT_247318 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247414	no	NA	NA	NA	NA	1094	13	1.19	no	NA	Unknown
PHYSODRAFT_247414 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247421	no	NA	NA	NA	NA	184	4	2.17	no	NA	Unknown
PHYSODRAFT_247421 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247465	no	NA	NA	NA	NA	763	21	2.75	no	NA	Unknown
PHYSODRAFT_247465 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247497	no	NA	NA	NA	NA	474	19	4.01	yes	NA	Unknown
PHYSODRAFT_247497 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247542	no	NA	NA	NA	NA	203	3	1.48	no	NA	Unknown
PHYSODRAFT_247542 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247552	no	NA	NA	NA	NA	138	1	0.72	no	NA	Unknown
PHYSODRAFT_247552 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247591	no	NA	NA	NA	NA	427	7	1.64	no	NA	Unknown
PHYSODRAFT_247591 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247606	no	NA	NA	NA	NA	896	13	1.45	no	NA	Unknown
PHYSODRAFT_247606 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247631	no	NA	NA	NA	NA	148	2	1.35	no	NA	Unknown
PHYSODRAFT_247631 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247670	no	NA	NA	NA	NA	352	3	0.85	no	NA	Unknown
PHYSODRAFT_247670 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247698	no	NA	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2,Q9C4A0|PHI2817|Aapg1,O94100|PHI103PHI1027|Bcpga1Bcpg1	68.12,38.78,37.13,34.74,37.68	2.73e-96,1.58e-34,7.11e-33,1.88e-30,3.91e-30	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_247721	no	NA	NA	NA	NA	805	12	1.49	no	NA	Unknown
PHYSODRAFT_247721 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247725	no	NA	NA	NA	NA	192	1	0.52	no	NA	Unknown
PHYSODRAFT_247725 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247740	no	NA	NA	NA	NA	601	6	1	no	NA	Unknown
PHYSODRAFT_247740 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247744	no	NA	NA	NA	NA	171	1	0.58	no	NA	Unknown
PHYSODRAFT_247744 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247757	no	NA	NA	NA	NA	294	8	2.72	no	NA	Unknown
PHYSODRAFT_247757 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247758	no	NA	NA	NA	NA	249	1	0.4	no	NA	Unknown
PHYSODRAFT_247758 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247763	no	NA	NA	NA	NA	146	4	2.74	no	NA	Unknown
PHYSODRAFT_247763 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247772	no	NA	Avr1b-2	42.24	2.44e-58	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_247788	no	NA	PsXEG1	61.09	3.31e-96	237	2	0.84	no	NA	PHI-only
PHYSODRAFT_247788 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247800	no	NA	NA	NA	NA	116	2	1.72	no	NA	Unknown
PHYSODRAFT_247800 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247857	no	NA	NA	NA	NA	358	0	0	no	NA	Unknown
PHYSODRAFT_247857 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247908	no	NA	NA	NA	NA	457	5	1.09	no	NA	Unknown
PHYSODRAFT_247908 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_247955	no	NA	NA	NA	NA	478	10	2.09	no	NA	Unknown
PHYSODRAFT_247955 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248063	no	NA	NA	NA	NA	139	4	2.88	no	NA	Unknown
PHYSODRAFT_248063 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248070	no	NA	NA	NA	NA	243	7	2.88	no	NA	Unknown
PHYSODRAFT_248070 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248072	no	NA	NA	NA	NA	208	4	1.92	no	NA	Unknown
PHYSODRAFT_248072 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248097	no	NA	Q945T9|PHI653|Gip2,GIP1	37.78,38.24	8.47e-52,2.42e-50	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_248098	no	NA	NA	NA	NA	306	0	0	no	NA	Unknown
PHYSODRAFT_248098 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248110	no	NA	NA	NA	NA	772	1	0.13	no	NA	Unknown
PHYSODRAFT_248110 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248127	no	NA	NA	NA	NA	228	2	0.88	no	NA	Unknown
PHYSODRAFT_248127 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248129	no	NA	NA	NA	NA	68	0	0	no	NA	Unknown
PHYSODRAFT_248129 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248268	no	NA	NA	NA	NA	399	1	0.25	no	NA	Unknown
PHYSODRAFT_248268 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248328	no	NA	NA	NA	NA	275	5	1.82	no	NA	Unknown
PHYSODRAFT_248328 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248430	no	NA	NA	NA	NA	143	2	1.4	no	NA	Unknown
PHYSODRAFT_248430 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248465	no	NA	SSPbP94	28.4	6.3e-15	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_248537	no	NA	NA	NA	NA	508	18	3.54	yes	NA	Unknown
PHYSODRAFT_248537 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248550	no	NA	NA	NA	NA	348	18	5.17	yes	NA	Unknown
PHYSODRAFT_248550 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248631	no	NA	NA	NA	NA	119	0	0	no	NA	Unknown
PHYSODRAFT_248631 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248667	no	NA	NA	NA	NA	385	11	2.86	no	NA	Unknown
PHYSODRAFT_248667 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	BRCT	Motif-only
PHYSODRAFT_248731	no	NA	NA	NA	NA	147	1	0.68	no	NA	Unknown
PHYSODRAFT_248731 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248751	no	NA	NA	NA	NA	290	1	0.34	no	NA	Unknown
PHYSODRAFT_248751 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HhH1	Domain-only
PHYSODRAFT_248810	no	NA	NA	NA	NA	170	5	2.94	no	NA	Unknown
PHYSODRAFT_248810 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248857	no	NA	NA	NA	NA	291	3	1.03	no	NA	Unknown
PHYSODRAFT_248857 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248863	no	NA	NA	NA	NA	315	9	2.86	no	NA	Unknown
PHYSODRAFT_248863 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248877	no	NA	Q945T9|PHI653|Gip2,GIP1	39.66,34.6	2.47e-44,1.4e-38	406	7	1.72	no	NA	PHI-only
PHYSODRAFT_248877 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248980	no	NA	NA	NA	NA	266	14	5.26	yes	NA	Unknown
PHYSODRAFT_248980 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_248985	no	NA	NA	NA	NA	610	3	0.49	no	NA	Unknown
PHYSODRAFT_248985 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249007	no	NA	NA	NA	NA	291	1	0.34	no	NA	Unknown
PHYSODRAFT_249007 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249073	no	NA	NA	NA	NA	437	6	1.37	no	NA	Unknown
PHYSODRAFT_249073 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249080	no	NA	NA	NA	NA	414	9	2.17	no	NA	Unknown
PHYSODRAFT_249080 	yes	RXLR,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249099	no	NA	NA	NA	NA	522	16	3.07	yes	NA	Unknown
PHYSODRAFT_249099 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249100	no	NA	NA	NA	NA	240	4	1.67	no	NA	Unknown
PHYSODRAFT_249100 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249125	no	NA	PsPSR2,HaRxL24,PsAvh163,HaRxL22,BSW11	31.95,33.85,29.88,25.1,27.33	2.16e-47,1.21e-23,8.44e-22,3.47e-11,6.47e-11	279	0	0	no	NA	PHI-only
PHYSODRAFT_249125 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249154	no	NA	PsPSR2,PsAvh163,HaRxL24,HaRxL96	31.31,24.64,27.94,24.75	3.8e-48,8.04e-22,7.72e-21,6.21e-07	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_249155	no	NA	PsPSR2,PsAvh163	36.05,24.59	1.77e-25,2.32e-13	NA	NA	NA	NA	NA	PHI-only
PHYSODRAFT_249160	no	NA	NA	NA	NA	257	3	1.17	no	NA	Unknown
PHYSODRAFT_249160 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249162	no	NA	PsPSR2,BLR13,HaRxL24	31.25,30.18,29.58	2.27e-18,4.3e-09,8.97e-08	240	0	0	no	NA	PHI-only
PHYSODRAFT_249162 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249170	no	NA	NA	NA	NA	268	11	4.1	yes	NA	Unknown
PHYSODRAFT_249170 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249180	no	NA	NA	NA	NA	485	9	1.86	no	NA	Unknown
PHYSODRAFT_249180 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249184	no	NA	NA	NA	NA	586	11	1.88	no	NA	Unknown
PHYSODRAFT_249184 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249195	no	NA	NA	NA	NA	215	4	1.86	no	NA	Unknown
PHYSODRAFT_249195 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249237	no	NA	NA	NA	NA	303	2	0.66	no	NA	Unknown
PHYSODRAFT_249237 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PHYSODRAFT_249294	no	NA	NA	NA	NA	136	1	0.74	no	NA	Unknown
PHYSODRAFT_249294 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249298	no	NA	NA	NA	NA	108	0	0	no	NA	Unknown
PHYSODRAFT_249298 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249349	no	NA	NA	NA	NA	324	16	4.94	yes	NA	Unknown
PHYSODRAFT_249349 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249358	no	NA	NA	NA	NA	233	0	0	no	NA	Unknown
PHYSODRAFT_249358 	yes	[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249387	no	NA	NA	NA	NA	168	1	0.6	no	NA	Unknown
PHYSODRAFT_249387 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249406	no	NA	NA	NA	NA	356	9	2.53	no	NA	Unknown
PHYSODRAFT_249406 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249428	no	NA	NA	NA	NA	102	0	0	no	NA	Unknown
PHYSODRAFT_249428 	yes	RXLR,Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249433	no	NA	NA	NA	NA	274	3	1.09	no	NA	Unknown
PHYSODRAFT_249433 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249437	no	NA	NA	NA	NA	330	2	0.61	no	NA	Unknown
PHYSODRAFT_249437 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249472	no	NA	NA	NA	NA	434	10	2.3	no	NA	Unknown
PHYSODRAFT_249472 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_249518	no	NA	NA	NA	NA	143	0	0	no	NA	Unknown
