GeneID	Hit	PercID	Evalue
PHYSODRAFT_434762	PsCRN108,crn2,crn1,RiNLE1,RiCRN1	52.94,38.68,57.45,42.22	2e-12,6.97e-12,3.41e-08,1.85e-07
PHYSODRAFT_523096	Avr3a/5	41.1	9.66e-13
PHYSODRAFT_514638	SSPbP94	28.09	1.33e-25
PHYSODRAFT_467163	crn2,crn1	52.74,28.81	1.3e-155,7.98e-42
PHYSODRAFT_303097	PsPSR2	29.61	8.28e-47
PHYSODRAFT_514298	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	38.87,32.75,31.6,29.54,27.71	3.51e-53,2.6e-34,1.7e-26,1.68e-25,1.03e-20
PHYSODRAFT_286646	PsPSR2,HaRxL24,HaRxL96	34.9,34.21,24.1	2.89e-19,1.73e-13,5.61e-09
PHYSODRAFT_288729	PsPSR2,PsAvh163	33.08,29.33	2.46e-13,7.18e-09
PHYSODRAFT_286178	crn2,crn1	50.83,27.42	5.49e-98,2.35e-19
PHYSODRAFT_443322	EPIC1	31	1.04e-12
PHYSODRAFT_263794	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	38.94,33.58,31.53,28.57,32.5	3.69e-41,9.65e-23,1.35e-21,2.67e-16,3e-14
PHYSODRAFT_507096	PsPSR2,HaRxL24,PsAvh163	33.77,27.5,28.37	1.06e-45,2.03e-17,2.43e-14
PHYSODRAFT_249154	PsPSR2,PsAvh163,HaRxL24,HaRxL96	31.31,24.64,27.94,24.75	3.8e-48,8.04e-22,7.72e-21,6.21e-07
PHYSODRAFT_430630	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2,Q9C4A0|PHI2817|Aapg1	65.65,46.15,37.08,36.76,38.11	1.75e-138,1.6e-75,6.11e-67,1.88e-66,5.81e-65
PHYSODRAFT_259936,PHYSODRAFT_505673	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	73.44,35.26,42.6,37.89,36.22	8.25e-178,2.13e-68,7.33e-66,1.65e-64,4.65e-62
PHYSODRAFT_252207	N4TQ97,X0K3U9	33.93,33.14	2.69e-53,7.91e-51
PHYSODRAFT_531155	GIP1,Q945T9|PHI653|Gip2	34.25,33.49	3.41e-38,8.99e-37
PHYSODRAFT_455930	PsPSR2,PsAvh163,HaRxL24	43.81,34.91,35.85	2.82e-24,2.05e-15,4.14e-13
PHYSODRAFT_560450	SSPbP94	20.07	8.88e-09
PHYSODRAFT_310702	Q5TIP4|PHI2347|Pgip2	25.86	4.3e-07
PHYSODRAFT_553409	P43070|PHI61|Bgl2	24.79	6.21e-08
PHYSODRAFT_445181	PsPSR2,HaRxL24,PsAvh163,HaRxL22,BLR13	34.35,33.08,34.15,31.07,26.21	3.6e-25,7.11e-21,1.1e-17,6.56e-11,5.12e-07
PHYSODRAFT_259951	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2	62.58,34.37,35.59,38.71,35.47	9.6e-116,4.59e-51,4.48e-46,2.9e-44,2.53e-43
PHYSODRAFT_264058	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	33.15,30.17,30.32,29.19,33.96	3.29e-28,4.45e-22,1.35e-18,4.1e-17,2.42e-13
PHYSODRAFT_330015	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	48.03,36.82,35,32.74,30.54	4.71e-62,5.18e-38,1.55e-34,5.53e-29,1.2e-26
PHYSODRAFT_303139	PsPSR2,HaRxL24	41.25,30.56	9.2e-18,3.91e-09
PHYSODRAFT_515189	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	39.39,39.53	4.79e-19,1.71e-17,2.12e-17
PHYSODRAFT_292778	PITG_03192	46.48	3.41e-39
PHYSODRAFT_515361	crn2	33.11	3.96e-15
PHYSODRAFT_288430	PsPSR2,HaRxL24,PsAvh163,HaRxL96	27.98,29.12,22.52,24.86	2.38e-42,4.47e-27,2.85e-16,4.75e-12
PHYSODRAFT_286256	PsPSR2,PsAvh163,HaRxL24,HaRxL22	29.07,27.44,25.34,21.7	5.94e-46,5.31e-30,4.75e-24,4.5e-10
PHYSODRAFT_333541	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2	55.03,33.24,32.54,40.88,30.95	1.76e-129,1.39e-49,5.68e-44,5.71e-44,1.72e-40
PHYSODRAFT_406265	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	54.88,41.78,40.47,39.27,37.5	2.31e-84,3.02e-51,1.02e-49,1.66e-43,9.94e-42
PHYSODRAFT_259959	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,Q9C4A0|PHI2817|Aapg1,P78607|PHI247|Cppg1	71.15,40.95,43.33,41.77,40.14	1.49e-137,2.73e-69,1.49e-68,5.51e-67,1.24e-65
PHYSODRAFT_284119	SSPbP94	29.37	1.39e-28
PHYSODRAFT_284496	Avr1k,HaRxL24	31.16,25.66	1.77e-15,7.71e-07
PHYSODRAFT_430657	PsCRN108,crn1,crn2,RiNLE1,RiCRN1	46.43,47.37,38.46	1.46e-12,7.9e-10,4.27e-08,2.66e-07
PHYSODRAFT_253327	O42830|PHI660|Cbel(gp34)	42.65	1.22e-64
PHYSODRAFT_286252	PsPSR2,HaRxL24,HaRxL96,PsAvh163,BSW11	36.27,31.51,28.57,24.42,21.43	2.45e-43,1.19e-24,8.65e-14,5.7e-11,3.12e-07
PHYSODRAFT_513182	PsPSR2,PsAvh163,HaRxL24,HaRxL96	36.49,27.01,31.08,32.76	3.15e-26,1.27e-13,1.78e-10,2.64e-09
PHYSODRAFT_471425	GIP1,Q945T9|PHI653|Gip2	36.33,37.56	3.81e-38,4.99e-38
PHYSODRAFT_286290	PsPSR2,HaRxL24	32,38.16	1.32e-13,1.67e-10
PHYSODRAFT_329114	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	50.95,43.02,37.74,38.03,38.79	3.5e-71,4.73e-45,6.09e-43,5.5e-42,9.31e-35
PHYSODRAFT_258322	N4TQ97,X0K3U9	32.41,40.1	7.81e-53,4.42e-48
PHYSODRAFT_321782	N4TQ97,X0K3U9	38.85,39.27	2.39e-73,1.34e-72
PHYSODRAFT_513852	AVR1	25.9	6.42e-08
PHYSODRAFT_325506	PsCRN108	55.92	5.46e-72
PHYSODRAFT_509491	L7NCR0|PHI8061|Pc129892	45	3.36e-17
PHYSODRAFT_532568	P43070|PHI61|Bgl2	22.71	1.75e-10
PHYSODRAFT_529641,PHYSODRAFT_530874,PHYSODRAFT_536084	Avrblb2	54.8	3.97e-23
PHYSODRAFT_286884,PHYSODRAFT_336343	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	89.83,53.04,52.17	1.12e-67,8.02e-35,7.85e-34
PHYSODRAFT_260926	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	31.15,26.97	7.08e-14,5.8e-11
PHYSODRAFT_287036,PHYSODRAFT_287041	Avr3a/5	35.04	5.85e-14
PHYSODRAFT_339793	PsPSR2	25.98	4.49e-09
PHYSODRAFT_330773	SSPbP94	26.05	2.79e-14
PHYSODRAFT_355004	SSPbP94	30.66	1.32e-29
PHYSODRAFT_553277	ECP6_Cladosporium_fulvum,F9XMT4	29.85,31.09	2.5e-17,2.49e-16
PHYSODRAFT_288500	Avr3a/5	34.48	5.16e-14
PHYSODRAFT_505553	PsPSR2,PsAvh163,HaRxL24,HaRxL96,BSW11	35.17,27.36,26.77,26.34,23.33	4e-44,1.65e-20,1.13e-16,6.9e-11,2.68e-09
PHYSODRAFT_285261	RxLR30	41.03	3.04e-21
PHYSODRAFT_285707	PsPSR2,HaRxL24,BSW11,BLR13	28.26,29.02,24.01,22.89	1.68e-53,1.81e-23,1.12e-18,5.16e-12
PHYSODRAFT_289089	PsPSR2,HaRxL24,PsAvh163,BSW11	100,29.97,26.54,23.01	0,1.45e-35,4.33e-33,1.59e-14
PHYSODRAFT_286181	Avr1d	48.76	2.66e-33
PHYSODRAFT_265114	PsAvh163	30.77	8.63e-14
PHYSODRAFT_300855	SSPbP94	27.93	5.24e-19
PHYSODRAFT_507359	crn1,PsCRN108	44.44,38.89	6.08e-10,7.17e-09
PHYSODRAFT_467395	O42830|PHI660|Cbel(gp34)	48.48	3.86e-38
PHYSODRAFT_393751	PsCRN108,crn2	39.06,28.67	1.75e-08,3.64e-07
PHYSODRAFT_250186	Avr1k,BLR20	31.25,29.25	5.63e-10,7.33e-08
PHYSODRAFT_328418	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	36.27,30,27.2,27.07,26.61	4.49e-37,1.9e-22,5.9e-21,1.49e-15,1.75e-15
PHYSODRAFT_260072	L7NCR0|PHI8061|Pc129892	46.15	5.06e-13
PHYSODRAFT_286830	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	57.02,57.85,50	6.15e-45,4.51e-42,1.18e-33
PHYSODRAFT_254104	Q6PQG3|PHI4252|Epi10	35.42	6.8e-07
PHYSODRAFT_366939	PsPSR2,HaRxL24	34.58,30.23	7.74e-16,4.09e-07
PHYSODRAFT_284487	BLN08	26.97	1.7e-09
PHYSODRAFT_288783	PsPSR2,HaRxL24,PsAvh163,BSW13,HaRxL96	32.08,34.73,30.21,25.66,23.51	1.05e-40,1.25e-30,4.94e-18,4.46e-11,1.63e-07
PHYSODRAFT_329419	crn1,crn2,PsCRN108,RiNLE1,RiCRN1	37.5,34.23,42.62,31.36	1.36e-13,1e-11,5.07e-10,2.57e-07
PHYSODRAFT_414750	PsCRN108	44.44	3.73e-08
PHYSODRAFT_306053	PsPSR2	26.42	1.88e-19
PHYSODRAFT_477165	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9,NEP1,FocSix8	50.38,43.08,42.42,38.64,36.43	5.79e-46,3.27e-33,2.51e-31,9.93e-30,7.93e-22
PHYSODRAFT_260041	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	64.64,44.31,38.96,42.55,39.09	9.62e-142,1.83e-71,1.51e-68,1.14e-65,3.02e-65
PHYSODRAFT_336344	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	70.34,52.69,51.61	1.26e-55,2.11e-32,1.64e-31
PHYSODRAFT_388288	PsCRN108	50.85	2.59e-28
PHYSODRAFT_286258	PsPSR2,PsAvh163,HaRxL24,HaRxL96	31.85,28.29,26.1,26.28	7.85e-43,1.1e-34,6.84e-23,3.78e-14
PHYSODRAFT_315024	SSPbP94	26.61	2.41e-12
PHYSODRAFT_354880	Avr1d,Avr1a	100,33.58	8.83e-94,2e-09
PHYSODRAFT_394331	PsCRN108,crn1	47.76	4.03e-16,3.92e-10
PHYSODRAFT_526774	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	45.56,29.91,30.71,32.88,35.15	2.47e-59,6.84e-35,8.42e-31,7.01e-28,2.59e-27
PHYSODRAFT_286882	O42719|PHI764|Inf2b,Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a	46.96,44.07	9.71e-27,1.79e-26,7.63e-26
PHYSODRAFT_311245	Q5TIP4|PHI2347|Pgip2	30.42	9.27e-25
PHYSODRAFT_376734	PsPSR2,BSW11	40.28,34.72	8.87e-16,2.5e-07
PHYSODRAFT_421021	crn1,PsCRN108	58.33,65.52	3.05e-16,5.08e-16
PHYSODRAFT_288796	HaRxL24,PsAvh163	24.51,33.33	3.29e-14,3.09e-10
PHYSODRAFT_387192	O42830|PHI660|Cbel(gp34)	35.38	5.79e-10
PHYSODRAFT_251461	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	39.46,30.85,29.28,26.83,30.77	1.2e-37,1.85e-17,1.16e-15,1.84e-10,2.43e-09
PHYSODRAFT_284509	HaRxL24	27.57	6.97e-08
PHYSODRAFT_411345	crn1,crn2,PsCRN108,RiNLE1,RiCRN1	58.21,71.7,36.88,35.04	6.49e-20,7.28e-18,4.7e-14,1.63e-08
PHYSODRAFT_474956	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	29.76,31.91,30.85	2.45e-10,4.17e-08,2.96e-07
PHYSODRAFT_348172	P0CY26|PHI68|Sap1	23.17	9.45e-10
PHYSODRAFT_490354	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	55.74,54.1	3.39e-17,3.9e-16
PHYSODRAFT_325538	O42830|PHI660|Cbel(gp34)	26.87	7.35e-13
PHYSODRAFT_555498	Q6PQG3|PHI4252|Epi10	37.78	3.45e-32
PHYSODRAFT_286129	Avr3c	100	1.2e-165
PHYSODRAFT_262283	PsCRN108	41.33	8.27e-13
PHYSODRAFT_288926	AVR1	29.7	4.23e-13
PHYSODRAFT_322512,PHYSODRAFT_341867	PsCRN108,crn1	44.93,41.43	2.42e-10,4.94e-07
PHYSODRAFT_355151	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	65.22,66.32,55.08	9.24e-46,6.04e-44,9.39e-36
PHYSODRAFT_498081	EPIC1	33.67	6.3e-12
PHYSODRAFT_414520	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	50.94,40.84,39.91,39.44,38.12	2.17e-74,4.45e-55,8.26e-51,2.57e-45,1.05e-42
PHYSODRAFT_566873	PsCRN108	93.88	0
PHYSODRAFT_323974	crn1	26.3	7.13e-27
PHYSODRAFT_335377	PsPSR2,PsAvh163	25.24,21.17	2.73e-34,6.51e-11
PHYSODRAFT_469680	PsCRN108	46.29	6.63e-131
PHYSODRAFT_527317	PsPSR2,HaRxL24	27.27,29.41	1.94e-14,1.29e-10
PHYSODRAFT_445681	PiAvr4	29.93	1.05e-17
PHYSODRAFT_429481	crn1,PsCRN108,crn2	35.9,47.46,33.33	2.75e-11,4.8e-11,7.83e-11
PHYSODRAFT_346270	SSPbP94	22.53	4.05e-11
PHYSODRAFT_247698	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2,Q9C4A0|PHI2817|Aapg1,O94100|PHI103PHI1027|Bcpga1Bcpg1	68.12,38.78,37.13,34.74,37.68	2.73e-96,1.58e-34,7.11e-33,1.88e-30,3.91e-30
PHYSODRAFT_322790	PsPSR2,BSW11,PsAvh163,BLR36	27.58,22.5,25.27,24.06	9.79e-26,1.76e-10,2.1e-10,1.36e-07
PHYSODRAFT_328014	crn2,crn1	37.09,24.05	5.26e-53,8.66e-11
PHYSODRAFT_449070	PsCRN108,crn1,crn2	43.09,42.28,52.38	3.8e-23,4.38e-22,1.71e-14
PHYSODRAFT_288779	PsPSR2,HaRxL24,PsAvh163,HaRxL96	37.78,34.19,28.09,27.27	9e-71,1.19e-32,4.43e-28,1.05e-13
PHYSODRAFT_513583	PsPSR2,HaRxL24,PsAvh163,HaRxL96,HaRxL22	28.66,30.51,23.57,25.84,30.95	5.58e-22,2.01e-10,2.56e-09,7.72e-09,4.96e-07
PHYSODRAFT_327912	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	36.02,30.05,27.75,27.31,26.27	7.77e-36,6.55e-17,1.76e-16,2.76e-14,1.29e-11
PHYSODRAFT_286223	PsPSR2,PsAvh163,HaRxL24,HaRxL96,HaRxL22	34.2,28.71,28.4,26.49,23.31	2.03e-112,1.06e-32,4.39e-30,6.86e-20,2.72e-14
PHYSODRAFT_469077	Q945T9|PHI653|Gip2,GIP1	34.98,33.33	1.42e-29,2.71e-29
PHYSODRAFT_264049	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9	43.56,34,30.19,26.32	3.21e-21,4.84e-12,2.68e-08,1.71e-07
PHYSODRAFT_467652	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3	25.81,25.83	2.18e-09,1.54e-08
PHYSODRAFT_285708	PsPSR2,PsAvh163	33.15,30	1.66e-15,2.48e-07
PHYSODRAFT_301785	PsPSR2,HaRxL24,PsAvh163,HaRxL96,BSW11	31.25,30.18,27.41,24.19,21.3	5.94e-41,5.55e-21,6.39e-16,8.71e-10,2.02e-08
PHYSODRAFT_559651	PsXEG1	100	1.43e-177
PHYSODRAFT_292825	PiAvr4	34.31	3.37e-08
PHYSODRAFT_303102	PsPSR2,PsAvh163,HaRxL24	31.9,26.85,29.33	1.46e-23,1.35e-13,6.21e-13
PHYSODRAFT_341722	Q945T9|PHI653|Gip2,GIP1	40.81,37.67	1.27e-55,8.1e-43
PHYSODRAFT_417969	PsPSR2,HaRxL24,BLR36	29.7,27.11,28.66	4.39e-19,3.04e-10,4.56e-10
PHYSODRAFT_419098	EPI1,Q6PQG3|PHI4252|Epi10	30.39,29.59	1.96e-09,1.23e-07
PHYSODRAFT_299659	OASTL	32.56	1.31e-57
PHYSODRAFT_284582	Avr1b-1	43.06	4.61e-29
PHYSODRAFT_258180	N4TQ97,X0K3U9	37.04,36.73	2.87e-65,1.42e-63
PHYSODRAFT_335497	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9	32.76,26.89,31.97	7.84e-31,3.19e-14,4.04e-14
PHYSODRAFT_298157	Avr3b	65.67	4.97e-55
PHYSODRAFT_248465	SSPbP94	28.4	6.3e-15
PHYSODRAFT_255406	PsPSR2,PsAvh163	29.36,26.89	8.33e-13,1.29e-08
PHYSODRAFT_338074	PsXEG1	50.68	3.51e-81
PHYSODRAFT_505361	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,Q9C4A0|PHI2817|Aapg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1	71.47,37.46,36.36,40.62,38.25	1.43e-166,3.1e-71,1.29e-65,5.35e-64,1.08e-62
PHYSODRAFT_260065	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	55.36,35.91,34,34.18,35.71	3.31e-120,1.62e-47,1.76e-42,3.5e-42,5.58e-42
PHYSODRAFT_286972	Avr1k,HaRxL24	40.97,25.18	7.61e-42,6.39e-07
PHYSODRAFT_338064	PsXEG1	38.81	1.08e-43
PHYSODRAFT_365942	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	41.63,31.49,32.19,29.29,30.59	5.01e-52,4.57e-31,7.03e-31,7.55e-23,7.48e-21
PHYSODRAFT_480289	crn2,crn1	45.06,28.7	2.17e-112,4.86e-40
PHYSODRAFT_368893	PsCRN108	53.03	1.93e-15
PHYSODRAFT_488796	Avr3b	37.78	2.1e-15
PHYSODRAFT_518183	Avr1a,Avr1d	76.47,37.17	2.04e-58,1.06e-07
PHYSODRAFT_481652	Q945T9|PHI653|Gip2,GIP1	62.39,61.78	1.91e-115,1.23e-114
PHYSODRAFT_288438	PsPSR2	29.79	7.24e-15
PHYSODRAFT_336792	PsPSR2	30.85	2.52e-09
PHYSODRAFT_284280	O42830|PHI660|Cbel(gp34)	68.42	1.45e-133
PHYSODRAFT_286221	PsPSR2,PsAvh163,HaRxL24,HaRxL96,HaRxL22	37.87,28.71,28.96,26.49,23.26	4.97e-120,2.01e-32,7.21e-31,7.11e-20,2.05e-15
PHYSODRAFT_430999	PsCRN108,crn1,crn2,RiNLE1,RiCRN1	44.64,45.61,38.46	3.36e-12,1.42e-09,8.5e-08,2.28e-07
PHYSODRAFT_286662	PsPSR2,PsAvh163,HaRxL96,BSW11	32.02,26.91,24.31,22.11	1.06e-100,1.91e-35,1.18e-11,1.47e-11
PHYSODRAFT_474570	PsCRN108	91.79	0
PHYSODRAFT_352008	SSPbP94	25.87	4.44e-13
PHYSODRAFT_527475	O59937|PHI569|Xyl3,Q8NJ73|PHI2043|Xyl-6	46.34,51.52	2.29e-10,3.54e-08
PHYSODRAFT_284431	PsPSR2	26.92	2.3e-20
PHYSODRAFT_314938	PsCRN108	25.32	3.04e-46
PHYSODRAFT_489338	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	56.08,31.15,30.62,26.83	4.49e-139,5.41e-41,4.93e-35,4.32e-20
PHYSODRAFT_296830	FGL1_Fusarium_graminearum	27.54	5.8e-11
PHYSODRAFT_377957	PsPSR2,PsAvh163,BSW11,HaRxL24,BLR13	29.86,27.58,21.87,25.61,25.07	1.48e-54,2.76e-23,2.97e-21,1.95e-16,1.39e-12
PHYSODRAFT_507865	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,P78608|PHI437|Cppg2,P78607|PHI247|Cppg1,Q9C4A0|PHI2817|Aapg1	66.58,37.26,42.67,42.14,38.64	4.44e-158,2e-71,2.5e-69,4.89e-68,1.93e-67
PHYSODRAFT_560791	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	76.27,45.45,40.83,40.93,38.94	2.03e-130,2.17e-59,1.64e-54,6.57e-52,1.75e-48
PHYSODRAFT_245789	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	40,36.11,41,35.71,28.22	1.02e-27,3.56e-21,7.21e-16,2.47e-10,2.72e-09
PHYSODRAFT_284432	PsPSR2,Avr1k,PsAvh163	26.28,23.81,22.03	3.92e-40,1.96e-09,6.21e-08
PHYSODRAFT_335435	PsPSR2,PsAvh163,HaRxL24	32.99,27.04,22.55	3.81e-39,1.63e-11,1.79e-11
PHYSODRAFT_479041	crn1,PsCRN108,crn2	41.32,40.83,43.64	1.11e-15,3.1e-15,2.44e-08
PHYSODRAFT_288844	PsPSR2,HaRxL2	29.7,29.11	3.85e-13,9.9e-10
PHYSODRAFT_510888	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	49.54,39.91,38.01,37.13,37.44	2.04e-72,8.89e-48,8.29e-46,7.99e-41,9.69e-36
PHYSODRAFT_286703	Avr1k	100	0
PHYSODRAFT_288478	AVR2_1	55.17	4.17e-07
PHYSODRAFT_487395	Q6PQG3|PHI4252|Epi10,EPI1	69.66,30.37	1.76e-63,7.88e-13
PHYSODRAFT_286248	PsPSR2,PsAvh163,HaRxL24,BSW11,HaRxL96	35.49,29.2,23.28,26.07,23.13	1.89e-104,2.42e-30,2.12e-20,9.46e-16,2.63e-15
PHYSODRAFT_341753	Q945T9|PHI653|Gip2,GIP1	53.28,49.25	1.3e-82,9.32e-79
PHYSODRAFT_412891	crn2	33.05	4.89e-11
PHYSODRAFT_520599	PsXEG1	48.42	1.65e-73
PHYSODRAFT_246660	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	32.94,33.5,29.81,28.4	1.87e-31,1.37e-22,1.29e-17,3.64e-14
PHYSODRAFT_554186	PsCRN108	92.6	0
PHYSODRAFT_249692	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	49.39,37.96,37.6,41.28,33.98	2.41e-82,5.3e-52,1.06e-48,5.01e-48,9.9e-43
PHYSODRAFT_285647	PiAvr4	32.84	2.7e-08
PHYSODRAFT_558546	P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	23.65,23.17	1.26e-10,1.93e-08
PHYSODRAFT_288494	AVR2_1,PsAvh23	36.58,36.99	4.17e-10,3.54e-07
PHYSODRAFT_520924	PsXEG1	48.42	1.13e-76
PHYSODRAFT_288471	PsAvh23,RXLR21,AVR2_1	41.33,42.65,40.58	2.18e-11,2.45e-11,4.42e-08
PHYSODRAFT_288756	BLR13,PsPSR2	32.26,27.96	1.35e-10,2.33e-09
PHYSODRAFT_294787	crn2	28.29	6.97e-08
PHYSODRAFT_247788	PsXEG1	61.09	3.31e-96
PHYSODRAFT_333549,PHYSODRAFT_333550	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,Q9C4A0|PHI2817|Aapg1	79.12,36.02,41.19,37.62,36.96	0,6.46e-62,3.62e-60,2.25e-58,3.11e-58
PHYSODRAFT_286259	PsPSR2,HaRxL24	32.35,30.38	1.03e-13,1.74e-07
PHYSODRAFT_286162	PsAvh23	100	7.05e-103
PHYSODRAFT_459616	PsPSR2,HaRxL24,PsAvh163	34.59,33.58,31.82	1.72e-19,6.15e-11,9.85e-09
PHYSODRAFT_286261	PsPSR2	27.73	5.51e-11
PHYSODRAFT_380705	crn1	38.98	1.11e-07
