GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains
CEG35808 	yes	LysM,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG35812 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35814 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35817 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35822 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35824 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35828 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35833 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35836 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35840 	yes	YFWxC,[RK]VY[LI]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG35842 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35844 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35845 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35850 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35851 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35853 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35855 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35856 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG35857 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35858 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35860 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35863 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35865 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35867 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35873 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35874 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	HAT
CEG35876 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35877 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35878 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35881 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG35886 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35890 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35895 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG35903 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35906 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG35915 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35916 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35917 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	BRCT
CEG35920 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35922 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35924 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG35926 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35929 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35932 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35933 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35938 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG35940 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35944 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35946 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG35951 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35953 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG35955 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35957 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35959 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35972 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
CEG35974 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35975 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35978 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG35979 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35983 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG35985 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35988 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
CEG35991 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG35992 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG35996 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG35999 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG36006 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36013 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36016 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36021 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36022 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36027 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36031 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36032 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36034 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36036 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36042 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36045 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36046 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36057 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG36061 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36063 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36067 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36070 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36072 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36075 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36077 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36079 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36080 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36081 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36082 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36085 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36090 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36094 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36095 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36098 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36099 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36100 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36103 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36104 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36105 	yes	RXLR,Crinkler,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG36114 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36115 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36116 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36122 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36123 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36125 	yes	RXLR,Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG36126 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36128 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36133 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36134 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36136 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36137 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36140 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44264 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT
CEG44265 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44267 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44269 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44271 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36144 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG36154 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36155 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36156 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36157 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36162 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36166 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36169 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36172 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36178 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36179 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG36183 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36197 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG36199 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36201 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36203 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36204 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36209 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG36214 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36218 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36221 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG36227 	yes	G[IFY][ALST]R,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG36229 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG36231 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG36232 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36234 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG36238 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG36239 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44280 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44283 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44287 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44291 	yes	RXLR,Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG44294 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44295 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44296 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50443 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50446 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50447 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50448 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50452 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50457 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50461 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50472 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG50480 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG50483 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG50486 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50493 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50495 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG50503 	yes	Crinkler,LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG50504 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50507 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50508 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50510 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50511 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG50513 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG50517 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG50520 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG50525 	yes	YFWxC,EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44297 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44304 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44310 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44311 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44313 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44321 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44322 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44323 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44325 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA
CEG44327 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG44328 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44329 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG44332 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44335 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44339 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44340 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44341 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44349 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44350 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44357 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44362 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44368 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
CEG44370 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44372 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44375 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44376 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44384 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44385 	yes	[LI]xAR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44387 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44389 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44396 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44398 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44403 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44404 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44407 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44410 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44411 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44417 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44419 	yes	G[IFY][ALST]R,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44420 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44422 	yes	RXLR,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG44430 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44433 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44436 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA
CEG44437 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44440 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44441 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44447 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44449 	yes	[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA
CEG44450 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44460 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44469 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44470 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44472 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	HAT
CEG44474 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44475 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44478 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44479 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44482 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
CEG44486 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44487 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44493 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44495 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44501 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
CEG44505 	yes	LysM,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG44506 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44508 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44514 	yes	YFWxC,CHxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44515 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
CEG44523 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44525 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44526 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44528 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44538 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44541 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44546 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44549 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44552 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44553 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44558 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44560 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44562 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44563 	yes	Crinkler,LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44565 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44574 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44577 	yes	YFWxC,CHxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44579 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44582 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44584 	yes	Crinkler,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44586 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44587 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44589 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44594 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44596 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44600 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44601 	yes	RXLR,YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44605 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
CEG44608 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
CEG44610 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44614 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
CEG44619 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44623 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44626 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44627 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
CEG44635 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
